player_id,season,position,unit,player,run_defense_snaps,pass_rush_snaps,coverage_snaps,total_snaps,run_block_snaps,receiving_snaps,pass_block_snaps,run_snaps,pass_snaps,run_defense,pass_rush,coverage,discipline,defense,run_block,receiving,pass_block,run,pass,offense,coverage_rank,offense_rank,defense_rank,run_defense_rank,pass_rush_rank,receiving_rank,pass_rank,run_block_rank,pass_block_rank,run_rank,season_1,position_1,pff_player_id,wick_score,capped_wick_score
56122,2020,CB,defense,Cam Johnson,3947.0,0.0,4378.0,9234,0.0,0.0,0.0,0.0,0.0,57.470000000000006,,75.67,33.239999999999995,71.41,,,,,,,52.0,,104.6,262.89473684210526,,,,,,,2020,NB,56122,38.4,38.4
83459,2021,CB,defense,Beanie Bishop Jr.,2683.0,14.0,2811.0,7744,0.0,0.0,0.0,0.0,0.0,75.6842105263158,53.9,69.51578947368421,82.96842105263158,71.78947368421052,,,,,,,369.1333333333333,,277.6470588235294,143.5,,,,,,,2021,NB,83459,57.9,57.9
97329,2022,CB,defense,Derrick Canteen,4788.0,139.0,5213.0,11407,0.0,0.0,0.0,0.0,0.0,60.978947368421046,68.62307692307692,70.62105263157895,74.88421052631578,69.36315789473684,,,,,,,270.63157894736844,,308.2631578947368,558.421052631579,,,,,,,2022,NB,97329,30.1,30.1
100302,2023,CB,defense,Kempton Shine,4960.0,19.0,4936.0,10179,0.0,0.0,0.0,0.0,0.0,84.77894736842104,59.0,68.38947368421053,18.178947368421053,70.88947368421053,,,,,,,337.42105263157896,,279.2105263157895,37.94736842105263,,,,,,,2023,NB,100302,50.9,50.9
121497,2023,CB,defense,Mac McWilliams,4661.0,7.0,5398.0,11355,0.0,0.0,0.0,0.0,0.0,71.91052631578947,59.4,62.40526315789474,84.73157894736842,64.88947368421053,,,,,,,559.7222222222222,,522.0555555555555,252.42105263157896,,,,,,,2023,NB,121497,45.3,45.3
129686,2023,CB,defense,RJ Delancy III,1890.0,34.0,2788.0,5838,0.0,0.0,0.0,0.0,0.0,75.85263157894737,60.2,86.8578947368421,73.89999999999999,86.73157894736842,,,,,,,19.88235294117647,,14.176470588235293,136.5625,,,,,,,2023,NB,129686,63.3,63.3
131462,2023,CB,defense,Preston Hodge,2762.0,126.0,5336.0,10233,0.0,0.0,0.0,0.0,0.0,71.1842105263158,64.23529411764706,83.51578947368421,86.44736842105263,83.5,,,,,,,50.0,,43.666666666666664,280.5882352941176,,,,,,,2023,NB,131462,60.7,60.7
144393,2023,CB,defense,Jalen McMurray,4675.0,150.0,4617.0,10458,0.0,0.0,0.0,0.0,0.0,70.55789473684212,51.817647058823525,69.23684210526316,72.24736842105263,69.61578947368422,,,,,,,359.7894736842105,,366.7894736842105,292.89473684210526,,,,,,,2023,NB,144393,33.0,33.0
184348,2024,CB,defense,Jordan Scruggs,3513.0,42.0,5456.0,10163,0.0,0.0,0.0,0.0,0.0,76.515,56.419999999999995,78.935,34.07,77.83500000000001,,,,,,,76.95,,80.9,107.1,,,,,,,2024,NB,184348,64.4,64.4
43185,2021,CB,defense,Justin Clark,2454.0,33.0,2475.0,5886,0.0,0.0,0.0,0.0,0.0,76.43157894736842,63.03888888888889,67.66842105263159,80.82105263157894,70.60526315789474,,,,,,,312.92857142857144,,225.88888888888889,123.84210526315789,,,,,,,2021,CB,43185,85.6,85.6
55569,2021,CB,defense,Azizi Hearn,4919.0,19.0,4774.0,10295,0.0,0.0,0.0,0.0,0.0,77.15789473684211,59.800000000000004,74.23684210526316,27.410526315789472,73.82631578947368,,,,,,,146.77777777777777,,142.61111111111111,104.11111111111111,,,,,,,2021,CB,55569,100.0,100.0
55750,2021,CB,defense,C.J. Coldon Jr.,5409.0,29.0,5247.0,11580,0.0,0.0,0.0,0.0,0.0,73.26315789473684,70.47777777777779,70.47368421052632,2.373684210526316,69.53684210526316,,,,,,,249.52631578947367,,283.2631578947368,213.21052631578948,,,,,,,2021,CB,55750,64.5,64.5
56122,2020,CB,defense,Cam Johnson,3947.0,0.0,4378.0,9234,0.0,0.0,0.0,0.0,0.0,57.470000000000006,,75.67,33.239999999999995,71.41,,,,,,,52.0,,104.6,262.89473684210526,,,,,,,2020,CB,56122,57.8,57.8
65033,2020,CB,defense,Akayleb Evans,2376.0,3.0,2601.0,5320,0.0,0.0,0.0,0.0,0.0,67.01666666666667,78.3,65.16111111111111,14.605555555555554,64.52777777777777,,,,,,,240.25,,248.1875,172.38888888888889,,,,,,,2020,CB,65033,75.3,75.3
65081,2020,CB,defense,Allie Green IV,2214.0,0.0,2700.0,5244,0.0,0.0,0.0,0.0,0.0,72.79444444444444,,46.74444444444444,21.422222222222224,49.400000000000006,,,,,,,500.6923076923077,,505.6666666666667,109.5,,,,,,,2020,CB,65081,47.9,47.9
75699,2021,CB,defense,Rashad Ajayi,4560.0,142.0,5070.0,11314,0.0,0.0,0.0,0.0,0.0,51.97894736842105,46.922222222222224,75.28947368421052,33.421052631578945,69.52631578947368,,,,,,,136.68421052631578,,290.10526315789474,684.9473684210526,,,,,,,2021,CB,75699,67.6,67.6
76604,2023,CB,defense,Capone Blue,4106.0,58.0,3752.0,9439,0.0,0.0,0.0,0.0,0.0,57.95789473684211,54.62105263157895,66.0578947368421,46.03684210526316,63.84736842105263,,,,,,,419.05263157894734,,523.421052631579,606.578947368421,,,,,,,2023,CB,76604,52.5,52.5
76740,2021,CB,defense,Jeremy Lucien,4193.0,0.0,3597.0,8836,0.0,0.0,0.0,0.0,0.0,69.975,,64.57000000000001,81.095,66.53,,,,,,,433.9,,390.6,274.8,,,,,,,2021,CB,76740,39.1,39.1
78673,2022,CB,defense,Decorian Patterson,4524.0,126.0,6256.0,12470,0.0,0.0,0.0,0.0,0.0,70.71052631578948,49.55789473684211,71.62105263157895,84.17894736842106,71.84210526315789,,,,,,,236.1578947368421,,224.94736842105263,320.5263157894737,53.0,,,,,,2022,CB,78673,62.2,62.2
83459,2021,CB,defense,Beanie Bishop Jr.,2683.0,14.0,2811.0,7744,0.0,0.0,0.0,0.0,0.0,75.6842105263158,53.9,69.51578947368421,82.96842105263158,71.78947368421052,,,,,,,369.1333333333333,,277.6470588235294,143.5,,,,,,,2021,CB,83459,64.9,64.9
84268,2021,CB,defense,Josh Newton,3760.0,148.0,4438.0,9885,0.0,0.0,0.0,0.0,0.0,58.63157894736842,65.34705882352942,74.03684210526316,52.152631578947364,71.03684210526316,,,,,,,172.8235294117647,,245.16666666666666,572.5333333333333,,,,,,,2021,CB,84268,60.6,60.6
97143,2022,CB,defense,Bralyn Lux,3182.0,66.0,3592.0,7629,0.0,0.0,0.0,0.0,0.0,64.8578947368421,91.77333333333333,67.88421052631578,26.02105263157895,69.4421052631579,,,,,,,366.36842105263156,,304.4736842105263,444.8333333333333,,,,,,,2022,CB,97143,56.5,56.5
97144,2022,CB,defense,Malik Fleming,4479.0,73.0,6139.0,12206,0.0,0.0,0.0,0.0,0.0,79.16315789473686,61.87894736842105,76.55789473684212,84.0578947368421,78.5578947368421,,,,,,,118.47368421052632,,68.26315789473684,74.21052631578948,,,,,,,2022,CB,97144,74.4,74.4
97329,2022,CB,defense,Derrick Canteen,4788.0,139.0,5213.0,11407,0.0,0.0,0.0,0.0,0.0,60.978947368421046,68.62307692307692,70.62105263157895,74.88421052631578,69.36315789473684,,,,,,,270.63157894736844,,308.2631578947368,558.421052631579,,,,,,,2022,CB,97329,54.1,54.1
97539,2021,CB,defense,Quincy Riley,2065.0,56.0,3219.0,5661,0.0,0.0,0.0,0.0,0.0,48.682352941176475,69.52941176470588,76.92352941176469,81.8529411764706,73.39411764705882,,,,,,,119.0,,171.33333333333334,764.0833333333334,,,,,,,2021,CB,97539,66.0,66.0
97676,2022,CB,defense,Josh Wallace,4997.0,27.0,4757.0,10641,0.0,0.0,0.0,0.0,0.0,65.60526315789474,57.12142857142857,67.60000000000001,15.96842105263158,66.2421052631579,,,,,,,355.94736842105266,,409.57894736842104,410.89473684210526,,,,,,,2022,CB,97676,67.0,67.0
100302,2023,CB,defense,Kempton Shine,4960.0,19.0,4936.0,10179,0.0,0.0,0.0,0.0,0.0,84.77894736842104,59.0,68.38947368421053,18.178947368421053,70.88947368421053,,,,,,,337.42105263157896,,279.2105263157895,37.94736842105263,,,,,,,2023,CB,100302,63.1,63.1
100914,2022,CB,defense,Sam Westfall,2889.0,32.0,3174.0,7339,0.0,0.0,0.0,0.0,0.0,51.3421052631579,57.27777777777778,60.98947368421052,82.00526315789473,59.3421052631579,,,,,,,608.0,,679.4736842105264,711.8947368421053,,,,,,,2022,CB,100914,65.9,65.9
101078,2022,CB,defense,Ja'Quan Sheppard,5111.0,174.0,5222.0,11283,0.0,0.0,0.0,0.0,0.0,54.252631578947366,63.699999999999996,55.147368421052626,84.67894736842106,55.73684210526316,,,,,,,746.3684210526316,,772.6315789473684,681.7368421052631,4.0,,,,,,2022,CB,101078,61.1,61.1
101146,2021,CB,defense,Cam Lampkin,3808.0,120.0,4623.0,9634,0.0,0.0,0.0,0.0,0.0,58.973684210526315,49.49473684210526,56.0,77.69473684210527,56.24210526315789,,,,,,,673.8947368421053,,710.2105263157895,631.9411764705883,,,,,,,2021,CB,101146,57.1,57.1
102650,2023,CB,defense,Bryquice Brown,2770.0,77.0,4634.0,8321,0.0,0.0,0.0,0.0,0.0,66.3578947368421,69.6,59.17368421052631,82.54736842105264,61.215789473684204,,,,,,,626.2105263157895,,621.4736842105264,385.94736842105266,,,,,,,2023,CB,102650,47.9,47.9
102900,2021,CB,defense,Mekhi Garner,2976.0,21.0,3451.0,7417,0.0,0.0,0.0,0.0,0.0,57.647368421052626,54.29473684210526,74.42105263157895,30.86315789473684,70.49473684210527,,,,,,,154.89473684210526,,261.5263157894737,586.421052631579,,,,,,,2021,CB,102900,78.3,78.3
121497,2023,CB,defense,Mac McWilliams,4661.0,7.0,5398.0,11355,0.0,0.0,0.0,0.0,0.0,71.91052631578947,59.4,62.40526315789474,84.73157894736842,64.88947368421053,,,,,,,559.7222222222222,,522.0555555555555,252.42105263157896,,,,,,,2023,CB,121497,56.9,56.9
122146,2024,CB,defense,Fred Davis II,2769.0,11.0,2506.0,5805,0.0,0.0,0.0,0.0,0.0,68.86,58.3,70.65,30.75,69.53,,,,,,,129.33333333333334,,245.25,198.84615384615384,,,,,,,2024,CB,122146,57.9,58.0
122628,2022,CB,defense,Trey Amos,2957.0,31.0,3521.0,7693,0.0,0.0,0.0,0.0,0.0,57.141176470588235,62.24666666666667,74.56470588235294,59.4,71.44117647058823,,,,,,,185.6875,,267.75,700.4375,,,,,,,2022,CB,122628,64.9,64.9
122837,2024,CB,defense,Tony Grimes,3061.0,13.0,5127.0,9516,0.0,0.0,0.0,0.0,0.0,63.485,60.0,73.02000000000001,52.705,71.625,,,,,,,205.4,,232.05,484.4117647058824,,,,,,,2024,CB,122837,52.4,52.4
122924,2024,CB,defense,Joshua Eaton,3676.0,98.0,4663.0,8968,0.0,0.0,0.0,0.0,0.0,60.27,66.61,64.51,44.21,64.045,,,,,,,468.85,,508.85,495.05555555555554,,,,,,,2024,CB,122924,48.5,48.5
123734,2022,CB,defense,Davonte Brown,3602.0,56.0,4696.0,9521,0.0,0.0,0.0,0.0,0.0,68.02631578947368,69.43333333333334,63.147368421052626,82.8157894736842,64.9421052631579,,,,,,,554.2777777777778,,509.5,377.5,,,,,,,2022,CB,123734,68.5,68.5
128307,2023,CB,defense,Dezjhon Malone,3758.0,99.0,5774.0,10464,0.0,0.0,0.0,0.0,0.0,67.285,59.19500000000001,69.3,84.135,69.83500000000001,,,,,,,323.35,,325.15,374.45,,,,,,,2023,CB,128307,69.9,69.9
128375,2022,CB,defense,Nohl Williams,5011.0,133.0,4826.0,11967,0.0,0.0,0.0,0.0,0.0,76.49,63.105,67.76,49.095,70.26,,,,,,,383.42105263157896,,269.5,138.25,4.0,,,,,,2022,CB,128375,63.7,63.7
129686,2023,CB,defense,RJ Delancy III,1890.0,34.0,2788.0,5838,0.0,0.0,0.0,0.0,0.0,75.85263157894737,60.2,86.8578947368421,73.89999999999999,86.73157894736842,,,,,,,19.88235294117647,,14.176470588235293,136.5625,,,,,,,2023,CB,129686,84.6,84.6
130576,2022,CB,defense,Eric Rogers,2091.0,80.0,2320.0,5219,0.0,0.0,0.0,0.0,0.0,78.51052631578948,55.5,71.1263157894737,13.878947368421052,72.22105263157896,,,,,,,344.25,,289.0,104.86666666666666,,,,,,,2022,CB,130576,60.3,60.3
131462,2023,CB,defense,Preston Hodge,2762.0,126.0,5336.0,10233,0.0,0.0,0.0,0.0,0.0,71.1842105263158,64.23529411764706,83.51578947368421,86.44736842105263,83.5,,,,,,,50.0,,43.666666666666664,280.5882352941176,,,,,,,2023,CB,131462,61.5,61.5
144393,2023,CB,defense,Jalen McMurray,4675.0,150.0,4617.0,10458,0.0,0.0,0.0,0.0,0.0,70.55789473684212,51.817647058823525,69.23684210526316,72.24736842105263,69.61578947368422,,,,,,,359.7894736842105,,366.7894736842105,292.89473684210526,,,,,,,2023,CB,144393,53.4,53.4
145378,2023,CB,defense,LaMareon James,4860.0,39.0,5327.0,12288,19.0,0.0,0.0,0.0,0.0,55.27894736842105,57.20000000000001,70.63157894736842,85.55263157894737,68.36842105263158,60.0,,,,,60.0,273.63157894736844,,376.89473684210526,653.1052631578947,,,,,,,2023,CB,145378,57.2,57.2
145889,2023,CB,defense,Torrie Cox Jr.,2040.0,28.0,3445.0,5956,0.0,0.0,0.0,0.0,0.0,73.47368421052632,78.27777777777777,67.1421052631579,47.38947368421052,69.43684210526315,,,,,,,399.11764705882354,,342.52941176470586,180.92307692307693,,,,,,,2023,CB,145889,55.8,55.8
146043,2024,CB,defense,Julian Neal,2516.0,69.0,4147.0,7470,0.0,0.0,0.0,0.0,0.0,68.34,62.47222222222222,64.44,81.995,65.75,,,,,,,485.7894736842105,,448.3157894736842,203.9090909090909,,,,,,,2024,CB,146043,48.2,48.2
147394,2024,CB,defense,Malcolm Bell,2131.0,47.0,2811.0,5785,0.0,0.0,0.0,0.0,0.0,69.17,61.455,75.405,80.66,75.14500000000001,,,,,,,117.76470588235294,,108.0625,270.93333333333334,,,,,,,2024,CB,147394,50.1,50.1
150058,2023,CB,defense,B.J. Mayes,3372.0,38.0,4220.0,8805,0.0,0.0,0.0,0.0,0.0,59.473684210526315,43.5,76.99473684210527,13.594736842105263,72.01578947368421,,,,,,,128.61111111111111,,248.77777777777777,608.6111111111111,,,,,,,2023,CB,150058,72.9,72.9
150703,2023,CB,defense,Kolbey Taylor,3316.0,0.0,4081.0,7986,0.0,0.0,0.0,0.0,0.0,72.58421052631579,,57.62105263157895,18.326315789473682,59.1578947368421,,,,,,,667.5,,694.6111111111111,221.23529411764707,,,,,,,2023,CB,150703,39.9,39.9
156555,2024,CB,defense,Hezekiah Masses,4889.0,0.0,5193.0,11266,0.0,0.0,0.0,0.0,0.0,64.03999999999999,,72.92,27.855,70.85,,,,,,,202.5,,255.3,411.6,,,,,,,2024,CB,156555,51.7,51.7
156676,2024,CB,defense,Matthew McDoom,3320.0,16.0,3743.0,7766,0.0,0.0,0.0,0.0,0.0,68.22999999999999,57.199999999999996,76.9,82.545,76.82000000000001,,,,,,,159.88888888888889,,150.88888888888889,302.3333333333333,,,,,,,2024,CB,156676,62.9,62.9
156723,2024,CB,defense,Brent Austin,3953.0,45.0,5228.0,9832,0.0,0.0,0.0,0.0,0.0,57.585,53.35,71.09,83.51,69.435,,,,,,,268.7894736842105,,317.10526315789474,543.7894736842105,,,,,,,2024,CB,156723,57.2,57.2
156809,2024,CB,defense,Jacobie Henderson,4632.0,33.0,5261.0,10563,0.0,0.0,0.0,0.0,0.0,50.78,58.7764705882353,65.61,42.83,62.65,,,,,,,421.8,,543.2,617.0,,,,,,,2024,CB,156809,54.0,54.1
157447,2024,CB,defense,Isaiah Brown-Murray,5246.0,50.0,5968.0,11949,0.0,0.0,0.0,0.0,0.0,76.47999999999999,51.94166666666666,71.515,83.78999999999999,73.16499999999999,,,,,,,273.94736842105266,,211.5,137.7,,,,,,,2024,CB,157447,60.3,60.3
157603,2024,CB,defense,Myles Norwood,3040.0,72.0,4521.0,8864,0.0,0.0,0.0,0.0,0.0,42.08421052631579,49.70526315789474,68.89999999999999,82.03684210526316,63.61052631578948,,,,,,,352.6842105263158,,550.421052631579,701.8235294117648,,,,,,,2024,CB,157603,43.2,43.2
157861,2023,CB,defense,Marquise Robinson,4421.0,0.0,5161.0,10188,0.0,0.0,0.0,0.0,0.0,70.78947368421052,,57.468421052631584,44.484210526315785,59.44736842105263,,,,,,,667.0,,658.8947368421053,285.7894736842105,,,,,,,2023,CB,157861,55.9,55.9
159892,2024,CB,defense,Jason Chambers,3403.0,17.0,3238.0,7529,0.0,0.0,0.0,0.0,0.0,75.88,68.47,71.495,39.17,72.69500000000001,,,,,,,238.6315789473684,,196.5,132.1,,,,,,,2024,CB,159892,55.7,55.7
162115,2024,CB,defense,Jamel Johnson,4469.0,36.0,3791.0,9892,0.0,0.0,0.0,0.0,0.0,66.38,46.4,74.97999999999999,82.075,72.71000000000001,,,,,,,138.72222222222223,,201.94736842105263,333.4736842105263,,,,,,,2024,CB,162115,52.7,52.7
163211,2024,CB,defense,Donavon Platt,2326.0,49.0,3464.0,6058,0.0,0.0,0.0,0.0,0.0,51.80499999999999,58.96315789473684,69.71000000000001,81.575,67.35,,,,,,,426.3529411764706,,507.8235294117647,728.6,,,,,,,2024,CB,163211,44.7,44.7
163962,2024,CB,defense,Jabari Mack,3386.0,20.0,3554.0,7854,0.0,0.0,0.0,0.0,0.0,60.86,60.0,64.765,81.675,64.17999999999999,,,,,,,443.3157894736842,,487.65,469.9,,,,,,,2024,CB,163962,59.1,59.1
168425,2023,CB,defense,D'Yoni Hill,3099.0,7.0,3734.0,8595,0.0,0.0,0.0,0.0,0.0,77.59444444444445,59.3,64.71111111111111,82.47222222222223,67.26666666666667,,,,,,,294.35714285714283,,217.64285714285714,72.0,,,,,,,2023,CB,168425,60.3,60.3
169935,2023,CB,defense,DeAgo Brumfield,4102.0,104.0,4822.0,9874,0.0,0.0,0.0,0.0,0.0,57.336842105263166,54.642105263157895,67.82631578947368,83.52105263157895,66.09473684210526,,,,,,,412.0,,491.72222222222223,646.5,,,,,,,2023,CB,169935,57.1,57.1
172197,2024,CB,defense,Dontay Joyner,4570.0,109.0,4681.0,10191,0.0,0.0,0.0,0.0,0.0,73.94,73.58888888888889,72.615,83.025,74.47999999999999,,,,,,,217.05,,165.4,172.8,10.75,,,,,,2024,CB,172197,65.4,65.4
172213,2023,CB,defense,Dontez Fagan,3750.0,0.0,4049.0,8655,0.0,0.0,0.0,0.0,0.0,60.252631578947366,,66.86315789473684,56.70526315789474,66.01052631578948,,,,,,,386.1111111111111,,446.8421052631579,567.2105263157895,,,,,,,2023,CB,172213,66.7,66.7
172259,2023,CB,defense,D'Angelo Ponds,2554.0,154.0,5335.0,9477,0.0,0.0,0.0,0.0,0.0,77.89999999999999,64.10000000000001,79.92105263157895,81.86842105263158,80.96315789473684,,,,,,,90.58823529411765,,69.8125,61.38461538461539,,,,,,,2023,CB,172259,67.5,67.5
172547,2024,CB,defense,Will James,4350.0,17.0,4197.0,10109,0.0,20.0,0.0,0.0,0.0,72.205,47.1,67.045,83.205,68.27,,59.5,,,,59.6,373.0,,348.7368421052632,230.21052631578948,,,,,,,2024,CB,172547,44.3,44.3
173211,2024,CB,defense,Brian Nelson II,3887.0,78.0,3854.0,8679,0.0,0.0,0.0,0.0,0.0,71.745,45.72,65.67,82.14,66.91499999999999,,,,,,,449.85,,418.65,212.94444444444446,,,,,,,2024,CB,173211,50.0,50.0
173463,2023,CB,defense,TJ Crandall,2136.0,0.0,1860.0,4646,0.0,0.0,0.0,0.0,0.0,66.68947368421053,,74.6842105263158,80.18947368421053,74.78421052631579,,,,,,,126.4,,151.4,438.0,,,,,,,2023,CB,173463,71.8,71.8
175191,2023,CB,defense,Antione Jackson,1901.0,10.0,2086.0,4712,0.0,0.0,0.0,0.0,0.0,75.09411764705884,59.0,68.03529411764707,41.05294117647059,69.54117647058824,,,,,,,494.7857142857143,,449.46666666666664,167.28571428571428,,,,,,,2023,CB,175191,77.1,77.1
175720,2024,CB,defense,Michael Coats Jr.,5650.0,39.0,6274.0,13237,0.0,0.0,0.0,0.0,0.0,53.31428571428571,56.925,83.68571428571428,42.01904761904762,78.91904761904762,,,,,,,30.095238095238095,,65.14285714285714,577.4761904761905,,,,,,,2024,CB,175720,56.8,56.8
184348,2024,CB,defense,Jordan Scruggs,3513.0,42.0,5456.0,10163,0.0,0.0,0.0,0.0,0.0,76.515,56.419999999999995,78.935,34.07,77.83500000000001,,,,,,,76.95,,80.9,107.1,,,,,,,2024,CB,184348,46.9,47.0
56122,2020,CB,defense,Cam Johnson,3947.0,0.0,4378.0,9234,0.0,0.0,0.0,0.0,0.0,57.470000000000006,,75.67,33.239999999999995,71.41,,,,,,,52.0,,104.6,262.89473684210526,,,,,,,2020,S,56122,38.1,38.1
83459,2021,CB,defense,Beanie Bishop Jr.,2683.0,14.0,2811.0,7744,0.0,0.0,0.0,0.0,0.0,75.6842105263158,53.9,69.51578947368421,82.96842105263158,71.78947368421052,,,,,,,369.1333333333333,,277.6470588235294,143.5,,,,,,,2021,S,83459,62.5,60.1
97144,2022,CB,defense,Malik Fleming,4479.0,73.0,6139.0,12206,0.0,0.0,0.0,0.0,0.0,79.16315789473686,61.87894736842105,76.55789473684212,84.0578947368421,78.5578947368421,,,,,,,118.47368421052632,,68.26315789473684,74.21052631578948,,,,,,,2022,S,97144,60.7,59.0
131462,2023,CB,defense,Preston Hodge,2762.0,126.0,5336.0,10233,0.0,0.0,0.0,0.0,0.0,71.1842105263158,64.23529411764706,83.51578947368421,86.44736842105263,83.5,,,,,,,50.0,,43.666666666666664,280.5882352941176,,,,,,,2023,S,131462,48.5,48.5
184348,2024,CB,defense,Jordan Scruggs,3513.0,42.0,5456.0,10163,0.0,0.0,0.0,0.0,0.0,76.515,56.419999999999995,78.935,34.07,77.83500000000001,,,,,,,76.95,,80.9,107.1,,,,,,,2024,S,184348,61.3,61.3
123708,2023,DI,defense,T.J. Jackson,1526.0,2382.0,0.0,4081,0.0,0.0,0.0,0.0,0.0,89.72941176470589,70.71764705882353,63.58461538461539,80.3,87.49411764705883,,,,,,,,,6.466666666666667,2.5555555555555554,128.4375,,,,,,2023,DPR,123708,45.6,45.6
